EmployeeID,Age,Gender,Department,JobRole,Education,MaritalStatus,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,Attrition
1290,25,Female,Research & Development,Laboratory Technician,Master,Married,2167,18,2,2,No,16,No
1291,46,Female,Research & Development,Laboratory Technician,Below College,Divorced,5180,12,3,3,No,24,No
1292,20,Male,Sales,Sales Executive,Master,Married,3681,1,4,2,No,17,No
1293,55,Male,Research & Development,Manager,Bachelor,Divorced,6175,23,1,2,No,9,Yes
1294,52,Male,Research & Development,Manager,College,Divorced,5551,1,3,1,No,7,Yes
1295,40,Female,Research & Development,Senior Scientist,Doctor,Married,9368,33,2,1,No,22,No
1296,25,Male,Research & Development,Manager,Doctor,Single,2000,5,3,2,No,20,No
1297,40,Female,Research & Development,Research Scientist,Below College,Divorced,5063,16,3,2,Yes,18,No
1298,32,Female,Research & Development,Laboratory Technician,Below College,Married,8777,6,3,2,No,13,No
1299,45,Female,Research & Development,Laboratory Technician,Doctor,Married,2000,23,1,2,No,22,No
1300,22,Female,Research & Development,Research Scientist,Below College,Single,9541,25,1,1,No,22,Yes
1301,31,Male,Research & Development,Laboratory Technician,Bachelor,Divorced,4929,5,1,1,No,15,No
1302,34,Male,Research & Development,Research Scientist,Doctor,Single,5999,0,3,2,Yes,19,No
1303,31,Male,Research & Development,Manager,Master,Married,7805,11,2,2,No,27,No
1304,32,Male,Research & Development,Laboratory Technician,Master,Single,5426,7,2,2,No,9,No
1305,59,Female,Sales,Manager,College,Divorced,7293,1,2,1,Yes,2,No
1306,53,Female,Sales,Sales Executive,Master,Divorced,9191,8,1,3,Yes,17,No
1307,33,Male,Research & Development,Manager,Bachelor,Divorced,5425,31,3,3,No,22,No
1308,48,Female,Sales,Sales Representative,Below College,Married,10694,18,3,2,No,6,No
1309,27,Female,Sales,Sales Executive,Master,Married,4080,23,3,2,No,11,No
1310,46,Female,Research & Development,Research Scientist,Bachelor,Single,5220,12,1,2,No,20,No
1311,30,Female,Human Resources,Manager,Bachelor,Single,6980,2,4,3,Yes,26,No
1312,33,Female,Research & Development,Manager,Doctor,Married,2575,24,4,2,No,29,Yes
1313,19,Male,Sales,Sales Representative,Bachelor,Married,2000,20,4,1,No,26,Yes
1314,35,Female,Sales,Manager,Below College,Married,6817,10,1,2,No,4,No
1315,58,Male,Research & Development,Manager,College,Married,11374,18,4,2,No,13,No
1316,46,Male,Research & Development,Senior Scientist,College,Married,5395,4,2,3,No,8,No
1317,57,Male,Research & Development,Laboratory Technician,Doctor,Divorced,4178,17,2,2,No,27,No
1318,32,Male,Research & Development,Manager,Master,Single,4927,6,2,3,No,27,No
1319,19,Female,Research & Development,Laboratory Technician,Master,Single,9686,28,2,2,Yes,18,No
1320,34,Male,Sales,Sales Executive,College,Married,8539,28,3,1,No,2,Yes
1321,34,Male,Research & Development,Laboratory Technician,Doctor,Married,3717,33,3,3,No,1,No
1322,27,Male,Research & Development,Research Scientist,College,Divorced,7582,9,4,3,Yes,28,No
1323,51,Male,Research & Development,Laboratory Technician,Below College,Divorced,5786,20,2,2,No,1,Yes
1324,22,Female,Research & Development,Laboratory Technician,Below College,Divorced,8439,12,4,1,No,4,No
1325,30,Female,Research & Development,Laboratory Technician,College,Married,4360,21,4,1,No,8,No
1326,44,Female,Research & Development,Research Scientist,College,Married,3535,29,2,1,No,18,No
1327,49,Female,Research & Development,Laboratory Technician,Doctor,Married,9525,31,3,3,No,13,No
1328,28,Female,Research & Development,Manager,Master,Single,7195,7,3,3,Yes,3,No
1329,34,Female,Research & Development,Senior Scientist,College,Single,7141,10,1,3,Yes,7,No
1330,42,Female,Research & Development,Research Scientist,Master,Married,2000,5,2,3,No,16,No
1331,18,Female,Research & Development,Manager,Bachelor,Married,8213,6,1,1,No,6,Yes
1332,20,Female,Research & Development,Senior Scientist,Below College,Divorced,6490,3,4,2,No,2,No
1333,56,Female,Research & Development,Laboratory Technician,College,Divorced,5373,22,2,1,No,2,No
1334,21,Male,Human Resources,Manager,Bachelor,Married,5482,9,1,1,No,19,No
1335,29,Female,Sales,Manager,Doctor,Single,2343,29,1,1,No,15,No
1336,23,Female,Sales,Sales Representative,College,Divorced,2757,0,1,2,No,20,No
1337,20,Female,Research & Development,Manager,Doctor,Single,9109,21,1,3,No,28,No
1338,37,Male,Sales,Sales Representative,Doctor,Married,8832,21,1,2,No,23,No
1339,28,Female,Sales,Sales Representative,College,Divorced,2726,15,3,3,No,8,No
1340,41,Male,Human Resources,Manager,College,Married,8475,13,2,2,Yes,2,No
1341,40,Female,Sales,Manager,Master,Divorced,8444,22,1,1,Yes,6,No
1342,27,Male,Sales,Manager,Doctor,Married,6139,0,4,1,No,19,Yes
1343,38,Male,Sales,Manager,College,Divorced,10337,20,4,1,No,20,No
1344,56,Male,Research & Development,Senior Scientist,Below College,Divorced,2000,21,2,3,No,26,No
1345,25,Female,Sales,Manager,Below College,Divorced,6745,15,2,3,No,5,No
1346,32,Male,Sales,Sales Representative,Master,Married,8781,1,4,3,No,14,No
1347,27,Male,Sales,Sales Executive,Doctor,Single,11848,28,2,3,Yes,11,Yes
1348,59,Female,Sales,Sales Representative,College,Divorced,10889,33,2,3,Yes,5,No
1349,26,Male,Sales,Manager,Below College,Married,6636,27,1,2,No,26,No
1350,36,Male,Research & Development,Laboratory Technician,College,Single,7603,4,2,3,No,24,No
1351,32,Male,Sales,Sales Representative,Below College,Single,4899,33,3,3,No,17,No
1352,22,Female,Research & Development,Manager,Below College,Divorced,7770,5,3,3,Yes,15,Yes
1353,47,Female,Human Resources,Manager,Bachelor,Married,5708,8,1,3,Yes,8,Yes
1354,35,Female,Research & Development,Manager,College,Single,8152,31,1,1,Yes,4,No
1355,33,Female,Research & Development,Research Scientist,Below College,Single,7111,34,1,2,Yes,22,No
1356,41,Female,Research & Development,Laboratory Technician,Bachelor,Married,6256,22,1,3,No,1,No
1357,30,Female,Research & Development,Laboratory Technician,Master,Divorced,5988,0,3,2,Yes,18,No
1358,56,Male,Research & Development,Senior Scientist,Doctor,Single,5533,22,1,1,Yes,25,No
1359,57,Female,Research & Development,Research Scientist,Doctor,Divorced,8130,2,4,1,No,18,No
1360,34,Female,Sales,Manager,Bachelor,Divorced,2000,23,2,2,No,16,No
1361,54,Male,Research & Development,Research Scientist,Below College,Single,3819,24,4,1,No,16,No
1362,31,Female,Sales,Sales Representative,College,Married,8580,34,1,1,Yes,15,No
1363,31,Male,Research & Development,Manager,Doctor,Divorced,2110,2,2,3,Yes,16,Yes
1364,27,Male,Research & Development,Senior Scientist,Doctor,Married,7039,31,2,1,No,16,No
1365,19,Female,Research & Development,Senior Scientist,Bachelor,Married,13454,0,2,3,No,25,No
1366,29,Male,Sales,Manager,Below College,Married,8488,31,3,3,No,5,No
1367,24,Male,Research & Development,Senior Scientist,Bachelor,Married,10810,32,4,1,No,2,No
1368,22,Male,Research & Development,Manager,Doctor,Married,2717,12,1,1,Yes,27,No
1369,57,Male,Research & Development,Laboratory Technician,Doctor,Single,7444,0,3,2,Yes,8,No
1370,23,Female,Research & Development,Senior Scientist,Doctor,Married,11799,16,2,1,Yes,14,Yes
1371,44,Male,Sales,Sales Representative,Master,Married,2988,17,3,1,Yes,27,No
1372,43,Female,Research & Development,Research Scientist,Bachelor,Married,4513,24,4,3,No,19,No
1373,52,Male,Research & Development,Research Scientist,Doctor,Married,8062,20,1,3,Yes,11,Yes
1374,27,Female,Research & Development,Research Scientist,Doctor,Divorced,8512,27,3,2,Yes,23,No
1375,58,Male,Sales,Sales Representative,College,Divorced,9314,15,1,2,No,5,No
1376,47,Male,Sales,Sales Executive,College,Married,2665,12,4,3,No,7,Yes
1377,44,Female,Research & Development,Manager,Below College,Single,5522,18,1,1,No,10,No
1378,42,Female,Research & Development,Senior Scientist,Master,Single,6994,9,4,3,No,27,No
1379,39,Female,Sales,Manager,Master,Married,4991,21,3,1,Yes,14,Yes
1380,25,Female,Sales,Sales Executive,College,Divorced,7933,24,3,3,No,8,Yes
1381,45,Female,Sales,Manager,Bachelor,Divorced,8854,3,1,2,No,10,No
1382,20,Male,Research & Development,Laboratory Technician,College,Divorced,5597,32,2,3,No,13,No
1383,59,Male,Human Resources,HR Executive,Doctor,Married,4680,22,2,3,Yes,24,No
1384,22,Male,Research & Development,Laboratory Technician,Doctor,Divorced,5750,27,2,1,No,14,Yes
1385,59,Male,Sales,Sales Executive,Doctor,Single,4514,8,4,1,No,10,Yes
1386,46,Female,Research & Development,Laboratory Technician,Below College,Married,2092,8,2,3,No,13,Yes
1387,25,Male,Research & Development,Research Scientist,Doctor,Single,3022,21,1,2,No,25,No
1388,36,Female,Human Resources,Manager,Doctor,Divorced,7063,23,3,1,No,1,No
1389,19,Male,Research & Development,Senior Scientist,Doctor,Married,5046,8,3,3,No,8,No
1390,47,Female,Sales,Manager,College,Married,9115,28,1,1,Yes,1,Yes
1391,56,Female,Research & Development,Research Scientist,Master,Married,7718,7,1,1,No,14,No
1392,27,Male,Research & Development,Senior Scientist,Master,Married,10760,22,1,2,Yes,11,Yes
1393,45,Male,Research & Development,Manager,Master,Married,6114,10,1,2,Yes,11,Yes
1394,53,Male,Research & Development,Manager,Master,Divorced,6724,25,1,1,Yes,13,Yes
1395,31,Female,Sales,Sales Executive,Below College,Married,3903,15,2,2,No,4,No
1396,43,Male,Research & Development,Laboratory Technician,Bachelor,Single,9281,10,2,2,No,11,No
1397,48,Male,Sales,Sales Executive,Below College,Divorced,3535,3,2,3,No,15,No
1398,38,Female,Research & Development,Manager,Bachelor,Single,5688,17,1,2,No,11,Yes
1399,22,Female,Research & Development,Senior Scientist,Master,Divorced,9008,25,3,1,No,21,Yes
1400,57,Female,Sales,Manager,Below College,Married,7871,9,2,3,No,3,No
1401,49,Male,Research & Development,Senior Scientist,Below College,Married,9913,34,3,3,No,4,No
1402,41,Male,Research & Development,Research Scientist,Below College,Married,6383,21,3,3,No,12,No
1403,30,Male,Sales,Manager,College,Divorced,6650,2,3,1,No,24,No
1404,52,Female,Human Resources,HR Executive,Bachelor,Divorced,8921,18,3,2,Yes,9,No
1405,58,Male,Research & Development,Research Scientist,Bachelor,Single,6689,6,4,3,No,6,No
1406,21,Female,Research & Development,Manager,Doctor,Divorced,2077,6,2,1,No,3,No
1407,29,Male,Research & Development,Senior Scientist,Master,Married,6171,22,4,3,No,17,No
1408,24,Male,Sales,Manager,Doctor,Divorced,4490,16,4,2,No,22,No
1409,50,Female,Research & Development,Research Scientist,Bachelor,Divorced,10092,16,4,3,Yes,9,No
1410,32,Male,Research & Development,Senior Scientist,Doctor,Divorced,6367,8,4,3,No,22,No
1411,31,Female,Research & Development,Research Scientist,Bachelor,Married,11234,26,3,2,Yes,18,Yes
1412,33,Female,Research & Development,Research Scientist,Bachelor,Married,7313,9,3,1,No,9,No
1413,49,Female,Research & Development,Laboratory Technician,Bachelor,Married,9443,29,2,1,No,24,Yes
1414,44,Female,Research & Development,Laboratory Technician,Doctor,Divorced,11085,0,3,3,No,23,No
1415,32,Female,Sales,Sales Representative,Master,Divorced,5882,15,3,2,No,22,Yes
1416,52,Male,Sales,Sales Executive,College,Single,3675,18,3,1,No,16,No
1417,49,Male,Research & Development,Manager,Bachelor,Divorced,7451,29,2,1,No,11,No
1418,36,Male,Research & Development,Laboratory Technician,Doctor,Divorced,8226,23,4,1,No,9,No
1419,57,Male,Research & Development,Laboratory Technician,Master,Divorced,6993,3,1,1,No,17,No
1420,35,Female,Sales,Manager,Below College,Divorced,6607,27,2,3,No,12,Yes
1421,33,Male,Research & Development,Research Scientist,Bachelor,Single,8712,24,2,3,No,14,No
1422,55,Female,Sales,Sales Executive,Doctor,Married,11625,11,3,3,No,9,No
1423,42,Female,Research & Development,Manager,College,Divorced,3725,2,4,2,No,7,No
1424,38,Male,Sales,Sales Executive,Bachelor,Divorced,5908,30,4,1,No,5,Yes
1425,39,Female,Research & Development,Research Scientist,College,Single,8012,21,2,1,No,24,Yes
1426,20,Female,Research & Development,Laboratory Technician,Doctor,Married,5799,1,3,1,Yes,21,Yes
1427,40,Male,Research & Development,Laboratory Technician,Doctor,Divorced,7122,24,2,1,No,14,No
1428,36,Male,Sales,Sales Representative,Below College,Single,7680,4,1,2,No,4,No
1429,35,Female,Research & Development,Manager,Doctor,Divorced,6289,7,1,2,No,8,No
1430,28,Female,Research & Development,Research Scientist,Below College,Married,6071,1,4,2,Yes,11,No
1431,38,Female,Human Resources,Manager,Doctor,Divorced,5106,12,2,1,No,28,No
1432,38,Male,Research & Development,Senior Scientist,Below College,Married,2000,32,3,1,No,9,Yes
1433,54,Male,Research & Development,Research Scientist,College,Divorced,12603,5,4,3,No,1,No
1434,27,Female,Research & Development,Senior Scientist,College,Married,8023,22,2,1,No,24,Yes
1435,47,Female,Research & Development,Research Scientist,College,Married,5338,15,4,1,No,28,No
1436,49,Male,Sales,Manager,Doctor,Divorced,10059,17,2,1,Yes,14,No
1437,53,Male,Research & Development,Laboratory Technician,Bachelor,Married,7377,3,3,1,No,23,No
1438,37,Female,Research & Development,Senior Scientist,Bachelor,Single,3422,0,1,2,Yes,1,Yes
1439,34,Male,Sales,Manager,College,Married,9626,26,2,1,No,29,No
1440,30,Female,Research & Development,Manager,Bachelor,Single,6367,1,1,2,No,27,No
1441,45,Male,Sales,Sales Representative,Doctor,Single,3454,22,2,2,No,14,No
1442,51,Male,Sales,Manager,College,Married,7490,7,1,1,No,13,No
1443,33,Male,Research & Development,Senior Scientist,Below College,Married,8345,13,4,3,No,12,No
1444,18,Male,Research & Development,Research Scientist,Master,Single,5789,5,2,2,Yes,1,No
1445,19,Female,Research & Development,Manager,College,Single,5160,15,1,2,No,20,No
1446,28,Female,Research & Development,Laboratory Technician,College,Single,7686,10,4,2,No,7,No
1447,19,Male,Sales,Manager,Bachelor,Married,7805,2,3,3,No,14,No
1448,49,Female,Research & Development,Laboratory Technician,College,Married,5185,13,1,2,No,1,No
1449,28,Female,Research & Development,Research Scientist,Master,Divorced,6736,10,4,1,No,24,Yes
1450,28,Female,Research & Development,Senior Scientist,Doctor,Divorced,7312,28,4,2,No,25,No
1451,42,Female,Research & Development,Laboratory Technician,College,Divorced,7648,4,4,3,Yes,6,No
1452,33,Male,Research & Development,Research Scientist,College,Married,11400,3,4,3,No,21,No
1453,57,Female,Human Resources,Manager,Bachelor,Single,6813,14,4,2,Yes,29,No
1454,30,Male,Research & Development,Manager,Below College,Single,2971,26,4,2,No,7,No
1455,19,Female,Research & Development,Manager,Master,Divorced,8187,6,4,2,No,25,No
1456,21,Male,Sales,Manager,College,Divorced,6641,32,1,3,No,12,No
1457,22,Male,Research & Development,Laboratory Technician,Bachelor,Single,9899,22,2,3,No,21,No
1458,40,Male,Sales,Manager,Below College,Single,2914,5,3,1,No,28,Yes
1459,24,Male,Research & Development,Laboratory Technician,Doctor,Married,7319,33,4,1,No,28,No
1460,45,Female,Research & Development,Senior Scientist,Master,Single,2000,11,4,1,Yes,4,Yes
1461,43,Female,Research & Development,Senior Scientist,Below College,Single,6287,6,3,1,No,11,No
1462,20,Female,Research & Development,Laboratory Technician,Below College,Divorced,8364,4,2,1,No,13,No
1463,38,Male,Sales,Manager,Bachelor,Married,3566,27,3,1,No,22,No
1464,35,Male,Sales,Sales Representative,Master,Married,7972,6,2,3,No,23,Yes
1465,45,Male,Research & Development,Research Scientist,Below College,Divorced,5674,9,2,1,No,25,Yes
1466,43,Male,Sales,Manager,College,Divorced,9568,31,4,3,Yes,9,No
1467,49,Male,Sales,Sales Executive,Master,Married,10154,23,2,1,No,1,Yes
1468,51,Female,Research & Development,Laboratory Technician,Below College,Married,2097,29,1,2,Yes,15,Yes
1469,51,Female,Research & Development,Manager,Below College,Single,3455,12,4,2,No,5,Yes
1470,27,Female,Sales,Sales Executive,Master,Divorced,9431,21,1,1,No,14,No
